acceptable,case,design_load_kpa,duration,glass_all,governing_LR_kpa,lite1_construction,lite1_glass,lite1_nominal,lite2_construction,lite2_glass,lite2_nominal,lite3_nominal,long_m,short_m,support_family
False,single_monolithic,3.0,short,,1.5185729972279702,monolithic,AN,3,,,,,1.0,0.8,monolithic_four_sides
False,single_monolithic,3.0,short,,2.6544361278909894,monolithic,AN,4,,,,,1.0,0.8,monolithic_four_sides
True,single_monolithic,3.0,short,,4.076854574026091,monolithic,AN,5,,,,,1.0,0.8,monolithic_four_sides
False,single_monolithic,3.0,short,,2.728373161764712,monolithic,AN,6,,,,,1.0,0.8,monolithic_four_sides
True,single_monolithic,3.0,short,,10.192402026729622,monolithic,AN,8,,,,,1.0,0.8,monolithic_four_sides
True,single_monolithic,3.0,short,,15.0,monolithic,AN,10,,,,,1.0,0.8,monolithic_four_sides
True,single_monolithic,3.0,short,,15.0,monolithic,AN,12,,,,,1.0,0.8,monolithic_four_sides
True,single_monolithic,3.0,short,,15.0,monolithic,AN,16,,,,,1.0,0.8,monolithic_four_sides
True,single_monolithic,3.0,short,,15.0,monolithic,AN,19,,,,,1.0,0.8,monolithic_four_sides
True,single_monolithic,3.0,short,,3.0371459944559405,monolithic,HS,3,,,,,1.0,0.8,monolithic_four_sides
True,single_monolithic,3.0,short,,5.308872255781979,monolithic,HS,4,,,,,1.0,0.8,monolithic_four_sides
True,single_monolithic,3.0,short,,8.153709148052181,monolithic,HS,5,,,,,1.0,0.8,monolithic_four_sides
True,single_monolithic,3.0,short,,5.456746323529424,monolithic,HS,6,,,,,1.0,0.8,monolithic_four_sides
True,single_monolithic,3.0,short,,20.384804053459245,monolithic,HS,8,,,,,1.0,0.8,monolithic_four_sides
True,single_monolithic,3.0,short,,30.0,monolithic,HS,10,,,,,1.0,0.8,monolithic_four_sides
True,single_monolithic,3.0,short,,30.0,monolithic,HS,12,,,,,1.0,0.8,monolithic_four_sides
True,single_monolithic,3.0,short,,30.0,monolithic,HS,16,,,,,1.0,0.8,monolithic_four_sides
True,single_monolithic,3.0,short,,30.0,monolithic,HS,19,,,,,1.0,0.8,monolithic_four_sides
True,single_monolithic,3.0,short,,6.074291988911881,monolithic,FT,3,,,,,1.0,0.8,monolithic_four_sides
True,single_monolithic,3.0,short,,10.617744511563957,monolithic,FT,4,,,,,1.0,0.8,monolithic_four_sides
True,single_monolithic,3.0,short,,16.307418296104363,monolithic,FT,5,,,,,1.0,0.8,monolithic_four_sides
True,single_monolithic,3.0,short,,10.913492647058847,monolithic,FT,6,,,,,1.0,0.8,monolithic_four_sides
True,single_monolithic,3.0,short,,40.76960810691849,monolithic,FT,8,,,,,1.0,0.8,monolithic_four_sides
True,single_monolithic,3.0,short,,60.0,monolithic,FT,10,,,,,1.0,0.8,monolithic_four_sides
True,single_monolithic,3.0,short,,60.0,monolithic,FT,12,,,,,1.0,0.8,monolithic_four_sides
True,single_monolithic,3.0,short,,60.0,monolithic,FT,16,,,,,1.0,0.8,monolithic_four_sides
True,single_monolithic,3.0,short,,60.0,monolithic,FT,19,,,,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,4.911071691176481,monolithic,AN,6,monolithic,AN,6,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,8.29572920806838,monolithic,AN,6,monolithic,AN,8,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,12.923872871517055,monolithic,AN,6,monolithic,AN,10,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,8.29572920806838,monolithic,AN,8,monolithic,AN,6,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,18.34632364811332,monolithic,AN,8,monolithic,AN,8,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,21.02803738317757,monolithic,AN,8,monolithic,AN,10,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,12.923872871517055,monolithic,AN,10,monolithic,AN,6,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,21.02803738317757,monolithic,AN,10,monolithic,AN,8,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,27.0,monolithic,AN,10,monolithic,AN,10,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,5.456746323529424,monolithic,AN,6,monolithic,HS,6,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,9.217476897853757,monolithic,AN,6,monolithic,HS,8,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,14.359858746130062,monolithic,AN,6,monolithic,HS,10,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,14.477843787968215,monolithic,AN,8,monolithic,HS,6,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,20.384804053459245,monolithic,AN,8,monolithic,HS,8,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,28.470396722708443,monolithic,AN,8,monolithic,HS,10,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,18.51851851851852,monolithic,AN,10,monolithic,HS,6,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,23.36448598130841,monolithic,AN,10,monolithic,HS,8,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,30.0,monolithic,AN,10,monolithic,HS,10,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,5.456746323529424,monolithic,AN,6,monolithic,FT,6,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,9.217476897853757,monolithic,AN,6,monolithic,FT,8,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,14.359858746130062,monolithic,AN,6,monolithic,FT,10,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,14.477843787968215,monolithic,AN,8,monolithic,FT,6,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,20.384804053459245,monolithic,AN,8,monolithic,FT,8,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,28.470396722708443,monolithic,AN,8,monolithic,FT,10,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,18.51851851851852,monolithic,AN,10,monolithic,FT,6,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,23.36448598130841,monolithic,AN,10,monolithic,FT,8,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,30.0,monolithic,AN,10,monolithic,FT,10,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,5.456746323529424,monolithic,HS,6,monolithic,AN,6,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,14.477843787968215,monolithic,HS,6,monolithic,AN,8,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,18.51851851851852,monolithic,HS,6,monolithic,AN,10,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,9.217476897853757,monolithic,HS,8,monolithic,AN,6,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,20.384804053459245,monolithic,HS,8,monolithic,AN,8,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,23.36448598130841,monolithic,HS,8,monolithic,AN,10,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,14.359858746130062,monolithic,HS,10,monolithic,AN,6,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,28.470396722708443,monolithic,HS,10,monolithic,AN,8,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,30.0,monolithic,HS,10,monolithic,AN,10,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,9.822143382352962,monolithic,HS,6,monolithic,HS,6,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,16.59145841613676,monolithic,HS,6,monolithic,HS,8,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,25.84774574303411,monolithic,HS,6,monolithic,HS,10,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,16.59145841613676,monolithic,HS,8,monolithic,HS,6,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,36.69264729622664,monolithic,HS,8,monolithic,HS,8,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,42.05607476635514,monolithic,HS,8,monolithic,HS,10,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,25.84774574303411,monolithic,HS,10,monolithic,HS,6,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,42.05607476635514,monolithic,HS,10,monolithic,HS,8,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,54.0,monolithic,HS,10,monolithic,HS,10,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,10.367818014705904,monolithic,HS,6,monolithic,FT,6,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,17.513206105922137,monolithic,HS,6,monolithic,FT,8,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,27.283731617647113,monolithic,HS,6,monolithic,FT,10,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,27.507903197139605,monolithic,HS,8,monolithic,FT,6,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,38.73112770157256,monolithic,HS,8,monolithic,FT,8,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,54.093753773146034,monolithic,HS,8,monolithic,FT,10,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,35.18518518518518,monolithic,HS,10,monolithic,FT,6,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,44.39252336448598,monolithic,HS,10,monolithic,FT,8,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,57.0,monolithic,HS,10,monolithic,FT,10,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,5.456746323529424,monolithic,FT,6,monolithic,AN,6,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,14.477843787968215,monolithic,FT,6,monolithic,AN,8,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,18.51851851851852,monolithic,FT,6,monolithic,AN,10,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,9.217476897853757,monolithic,FT,8,monolithic,AN,6,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,20.384804053459245,monolithic,FT,8,monolithic,AN,8,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,23.36448598130841,monolithic,FT,8,monolithic,AN,10,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,14.359858746130062,monolithic,FT,10,monolithic,AN,6,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,28.470396722708443,monolithic,FT,10,monolithic,AN,8,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,30.0,monolithic,FT,10,monolithic,AN,10,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,10.367818014705904,monolithic,FT,6,monolithic,HS,6,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,27.507903197139605,monolithic,FT,6,monolithic,HS,8,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,35.18518518518518,monolithic,FT,6,monolithic,HS,10,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,17.513206105922137,monolithic,FT,8,monolithic,HS,6,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,38.73112770157256,monolithic,FT,8,monolithic,HS,8,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,44.39252336448598,monolithic,FT,8,monolithic,HS,10,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,27.283731617647113,monolithic,FT,10,monolithic,HS,6,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,54.093753773146034,monolithic,FT,10,monolithic,HS,8,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,57.0,monolithic,FT,10,monolithic,HS,10,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,19.644286764705924,monolithic,FT,6,monolithic,FT,6,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,33.18291683227352,monolithic,FT,6,monolithic,FT,8,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,51.69549148606822,monolithic,FT,6,monolithic,FT,10,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,33.18291683227352,monolithic,FT,8,monolithic,FT,6,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,73.38529459245328,monolithic,FT,8,monolithic,FT,8,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,84.11214953271028,monolithic,FT,8,monolithic,FT,10,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,51.69549148606822,monolithic,FT,10,monolithic,FT,6,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,84.11214953271028,monolithic,FT,10,monolithic,FT,8,,1.0,0.8,monolithic_four_sides
True,double_ig_momo,3.0,short,,108.0,monolithic,FT,10,monolithic,FT,10,,1.0,0.8,monolithic_four_sides
False,triple_ig,3.0,short,AN,2.957978241121147,,,3,,,2.5,3,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,AN,3.5424064619321696,,,3,,,2.5,4,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,AN,4.512339439911995,,,3,,,2.5,5,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,AN,3.690132383263968,,,3,,,3,3,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,AN,4.132352494850661,,,3,,,3,4,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,AN,5.025073330961412,,,3,,,3,5,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,AN,4.132352494850661,,,3,,,4,3,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,AN,5.2913161428128825,,,3,,,4,4,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,AN,6.032351806697172,,,3,,,4,5,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,AN,3.5424064619321696,,,4,,,2.5,3,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,AN,4.701370109894391,,,4,,,2.5,4,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,AN,5.519617915647755,,,4,,,2.5,5,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,AN,4.132352494850661,,,4,,,3,3,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,AN,5.2913161428128825,,,4,,,3,4,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,AN,6.032351806697172,,,4,,,3,5,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,AN,5.2913161428128825,,,4,,,4,3,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,AN,6.450279790775103,,,4,,,4,4,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,AN,7.039630282432931,,,4,,,4,5,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,AN,4.512339439911995,,,5,,,2.5,3,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,AN,5.519617915647755,,,5,,,2.5,4,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,AN,6.953181081872989,,,5,,,2.5,5,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,AN,5.025073330961412,,,5,,,3,3,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,AN,6.032351806697172,,,5,,,3,4,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,AN,7.465914972922406,,,5,,,3,5,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,AN,6.032351806697172,,,5,,,4,3,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,AN,7.039630282432931,,,5,,,4,4,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,AN,8.473193448658165,,,5,,,4,5,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,HS,5.915956482242294,,,3,,,2.5,3,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,HS,7.084812923864339,,,3,,,2.5,4,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,HS,9.02467887982399,,,3,,,2.5,5,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,HS,7.380264766527936,,,3,,,3,3,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,HS,8.264704989701322,,,3,,,3,4,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,HS,10.050146661922824,,,3,,,3,5,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,HS,8.264704989701322,,,3,,,4,3,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,HS,10.582632285625765,,,3,,,4,4,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,HS,12.064703613394345,,,3,,,4,5,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,HS,7.084812923864339,,,4,,,2.5,3,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,HS,9.402740219788782,,,4,,,2.5,4,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,HS,11.03923583129551,,,4,,,2.5,5,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,HS,8.264704989701322,,,4,,,3,3,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,HS,10.582632285625765,,,4,,,3,4,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,HS,12.064703613394345,,,4,,,3,5,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,HS,10.582632285625765,,,4,,,4,3,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,HS,12.900559581550207,,,4,,,4,4,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,HS,14.079260564865862,,,4,,,4,5,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,HS,9.02467887982399,,,5,,,2.5,3,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,HS,11.03923583129551,,,5,,,2.5,4,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,HS,13.906362163745978,,,5,,,2.5,5,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,HS,10.050146661922824,,,5,,,3,3,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,HS,12.064703613394345,,,5,,,3,4,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,HS,14.931829945844813,,,5,,,3,5,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,HS,12.064703613394345,,,5,,,4,3,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,HS,14.079260564865862,,,5,,,4,4,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,HS,16.94638689731633,,,5,,,4,5,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,FT,11.831912964484587,,,3,,,2.5,3,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,FT,14.169625847728678,,,3,,,2.5,4,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,FT,18.04935775964798,,,3,,,2.5,5,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,FT,14.760529533055871,,,3,,,3,3,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,FT,16.529409979402644,,,3,,,3,4,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,FT,20.100293323845648,,,3,,,3,5,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,FT,16.529409979402644,,,3,,,4,3,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,FT,21.16526457125153,,,3,,,4,4,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,FT,24.12940722678869,,,3,,,4,5,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,FT,14.169625847728678,,,4,,,2.5,3,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,FT,18.805480439577565,,,4,,,2.5,4,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,FT,22.07847166259102,,,4,,,2.5,5,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,FT,16.529409979402644,,,4,,,3,3,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,FT,21.16526457125153,,,4,,,3,4,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,FT,24.12940722678869,,,4,,,3,5,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,FT,21.16526457125153,,,4,,,4,3,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,FT,25.801119163100413,,,4,,,4,4,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,FT,28.158521129731724,,,4,,,4,5,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,FT,18.04935775964798,,,5,,,2.5,3,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,FT,22.07847166259102,,,5,,,2.5,4,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,FT,27.812724327491956,,,5,,,2.5,5,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,FT,20.100293323845648,,,5,,,3,3,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,FT,24.12940722678869,,,5,,,3,4,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,FT,29.863659891689625,,,5,,,3,5,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,FT,24.12940722678869,,,5,,,4,3,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,FT,28.158521129731724,,,5,,,4,4,1.0,0.8,monolithic_four_sides
True,triple_ig,3.0,short,FT,33.89277379463266,,,5,,,4,5,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,8.29572920806838,monolithic,AN,6,laminated,AN,8,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,10.027777777777775,monolithic,AN,6,laminated,AN,10,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,8.945484581497798,monolithic,AN,6,laminated,AN,12,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,16.244999999999997,monolithic,AN,8,laminated,AN,8,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,12.651869158878503,monolithic,AN,8,laminated,AN,10,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,10.090062111801242,monolithic,AN,8,laminated,AN,12,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,9.217476897853757,monolithic,AN,6,laminated,HS,8,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,14.359858746130062,monolithic,AN,6,laminated,HS,10,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,18.884911894273127,monolithic,AN,6,laminated,HS,12,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,20.384804053459245,monolithic,AN,8,laminated,HS,8,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,26.709501557632393,monolithic,AN,8,laminated,HS,10,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,21.301242236024844,monolithic,AN,8,laminated,HS,12,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,9.217476897853757,monolithic,AN,6,laminated,FT,8,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,14.359858746130062,monolithic,AN,6,laminated,FT,10,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,29.65623001918165,monolithic,AN,6,laminated,FT,12,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,20.384804053459245,monolithic,AN,8,laminated,FT,8,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,28.470396722708443,monolithic,AN,8,laminated,FT,10,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,42.60248447204969,monolithic,AN,8,laminated,FT,12,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,12.819602272727272,monolithic,HS,6,laminated,AN,8,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,11.141975308641973,monolithic,HS,6,laminated,AN,10,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,9.939427312775331,monolithic,HS,6,laminated,AN,12,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,18.049999999999997,monolithic,HS,8,laminated,AN,8,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,14.057632398753892,monolithic,HS,8,laminated,AN,10,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,11.211180124223603,monolithic,HS,8,laminated,AN,12,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,16.59145841613676,monolithic,HS,6,laminated,HS,8,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,20.05555555555555,monolithic,HS,6,laminated,HS,10,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,17.890969162995596,monolithic,HS,6,laminated,HS,12,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,32.489999999999995,monolithic,HS,8,laminated,HS,8,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,25.303738317757006,monolithic,HS,8,laminated,HS,10,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,20.180124223602483,monolithic,HS,8,laminated,HS,12,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,17.513206105922137,monolithic,HS,6,laminated,FT,8,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,27.283731617647113,monolithic,HS,6,laminated,FT,10,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,37.769823788546255,monolithic,HS,6,laminated,FT,12,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,38.73112770157256,monolithic,HS,8,laminated,FT,8,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,53.419003115264786,monolithic,HS,8,laminated,FT,10,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,42.60248447204969,monolithic,HS,8,laminated,FT,12,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,12.819602272727272,monolithic,FT,6,laminated,AN,8,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,11.141975308641973,monolithic,FT,6,laminated,AN,10,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,9.939427312775331,monolithic,FT,6,laminated,AN,12,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,18.049999999999997,monolithic,FT,8,laminated,AN,8,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,14.057632398753892,monolithic,FT,8,laminated,AN,10,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,11.211180124223603,monolithic,FT,8,laminated,AN,12,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,24.357244318181817,monolithic,FT,6,laminated,HS,8,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,21.16975308641975,monolithic,FT,6,laminated,HS,10,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,18.884911894273127,monolithic,FT,6,laminated,HS,12,,1.0,0.8,monolithic_four_sides
True,double_ig_molg,3.0,short,,34.294999999999995,monolithic,FT,8,laminated,HS,8,,1.0,0.8,monolithic_four_sides
